Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"007-0110",4R : Rural Minor Arterial,31.189910,-84.519414,2023,2510,Estimated,160,573,0.738,1.687,0.0935,0.52,4550,Short Term
"007-0112",4R : Rural Minor Arterial,31.211966,-84.481817,2023,2130,Actual,175,484,0.708,1.49,0.0871,0.6,2970,Short Term
"007-0114",4R : Rural Minor Arterial,31.276130,-84.381199,2023,3640,Estimated,248,696,0.832,1.135,0.0848,0.55,6170,Short Term
"007-0118",4R : Rural Minor Arterial,31.312783,-84.347584,2023,4730,Estimated,321,400,0.675,0.457,0.0903,0.53,6480,Short Term
"007-0119",4R : Rural Minor Arterial,31.324120,-84.341278,2023,4420,Estimated,295,441,0.342,0.855,0.0905,0.58,5570,Short Term
"007-0122",4R : Rural Minor Arterial,31.334339,-84.321298,2023,3530,Actual,241,394,0.425,0.566,0.0875,0.59,5020,Short Term
"007-0124",4R : Rural Minor Arterial,31.393407,-84.278284,2023,3090,Actual,264,551,0.421,0.939,0.0874,0.59,4650,Short Term
"007-0126",5R : Rural Major Collector,31.272721,-84.545286,2023,340,Actual,,,,,0.1194,0.56,430,Short Term
"007-0128",6R : Rural Minor Collector,31.330997,-84.526389,2023,150,Estimated,,,,,0.1397,0.59,190,Short Term
"007-0129",5R : Rural Major Collector,31.405466,-84.522790,2023,210,Estimated,18,13,0.486,0.486,0.1118,0.57,260,Short Term
"007-0131",5R : Rural Major Collector,31.321442,-84.577242,2023,160,Estimated,15,10,0.627,0,0.1317,0.67,200,Short Term
"007-0133",5R : Rural Major Collector,31.404279,-84.596246,2023,90,Estimated,11,8,1.092,2.184,0.1857,0.65,130,Short Term
"007-0135",5R : Rural Major Collector,31.266844,-84.599101,2023,210,Estimated,25,3,2.413,0,0.1448,0.8,260,Short Term
"007-0137",5R : Rural Major Collector,31.294612,-84.606482,2023,350,Estimated,,,,,0.1002,0.68,440,Short Term
"007-0139",5R : Rural Major Collector,31.287804,-84.576145,2023,570,Actual,,,,,0.1132,0.52,720,Short Term
"007-0141",5R : Rural Major Collector,31.273469,-84.499406,2023,500,Actual,43,19,0.554,0.554,0.1129,0.58,630,Short Term
"007-0143",5R : Rural Major Collector,31.282834,-84.425369,2023,760,Actual,,,,,0.11,0.57,960,Short Term
"007-0145",5R : Rural Major Collector,31.301259,-84.384836,2023,980,Actual,44,44,0.04,0.045,0.103,0.6,1230,Short Term
"007-0147",5R : Rural Major Collector,31.313658,-84.350039,2023,710,Estimated,,,,,0.1106,0.51,890,Short Term
"007-0149",5R : Rural Major Collector,31.313378,-84.344007,2023,380,Actual,,,,,0.1269,0.52,480,Short Term
"007-0150",5R : Rural Major Collector,31.316482,-84.335720,2023,240,Actual,9,1,0,0,0.1659,0.6,300,Short Term
"007-0152",5R : Rural Major Collector,31.324229,-84.335347,2023,130,Estimated,,,,,0.1331,0.5,160,Short Term
"007-0154",5R : Rural Major Collector,31.332810,-84.618763,2023,100,Actual,,,,,0.1253,0.57,130,Short Term
"007-0157",5R : Rural Major Collector,31.376868,-84.603111,2023,390,Actual,,,,,0.0959,0.63,600,Short Term
"007-0159",5R : Rural Major Collector,31.370135,-84.529596,2023,410,Actual,48,45,0.094,0.111,0.0903,0.68,520,Short Term
"007-0161",6R : Rural Minor Collector,31.389850,-84.390222,2023,160,Estimated,,,,,0.1338,0.57,200,Short Term
"007-0163",5R : Rural Major Collector,31.373277,-84.331359,2023,610,Estimated,,,,,0.12,0.53,970,Short Term
"007-0165",5R : Rural Major Collector,31.416356,-84.330321,2023,490,Actual,,,,,0.1123,0.54,670,Short Term
"007-0167",4R : Rural Minor Arterial,31.308341,-84.341912,2023,3510,Actual,279,364,0.764,0.738,0.0996,0.52,4420,Short Term
"007-0169",4R : Rural Minor Arterial,31.312785,-84.351747,2023,1840,Estimated,147,330,1.064,1.064,0.0989,0.59,2320,Short Term
"007-0171",4R : Rural Minor Arterial,31.315541,-84.355251,2023,1090,Actual,61,220,0.051,0.201,0.092,0.66,1370,Short Term
"007-0173",4R : Rural Minor Arterial,31.319994,-84.363552,2023,1390,Estimated,107,224,0.842,0.842,0.1038,0.52,1750,Short Term
"007-0175",4R : Rural Minor Arterial,31.343698,-84.446821,2023,1040,Actual,103,161,0.964,1.254,0.0943,0.66,1310,Short Term
"007-0177",4R : Rural Minor Arterial,31.390288,-84.481719,2023,620,Estimated,48,134,1.068,2.003,0.0946,0.54,780,Short Term
"007-8005",7R : Rural Local,31.307093,-84.409026,2023,130,Estimated,,,,,0.1299,0.59,160,Short Term
"007-8012",6R : Rural Minor Collector,31.405197,-84.303556,2023,30,Estimated,7,2,7.704,15.408,0.2696,0.78,40,Short Term
"007-8013",7R : Rural Local,31.367905,-84.470383,2023,60,Estimated,,,,,0.1408,0.67,80,Short Term
"007-8014",7R : Rural Local,31.197958,-84.482635,2023,40,Actual,1,0,0,0,0.1666,0.5,50,Short Term
"007-8015",7R : Rural Local,31.218949,-84.515102,2023,110,Estimated,,,,,0.1367,0.53,140,Short Term
"007-8016",7R : Rural Local,31.341874,-84.512194,2023,110,Estimated,11,3,0.919,0,0.1379,0.67,200,Short Term
"009-0101",6U : Urban Minor Collector,33.077100,-83.225161,2023,3090,Actual,,,,,0.1123,0.54,4290,Short Term
"009-0103",4U : Urban Minor Arterial,33.078877,-83.222870,2023,8930,Actual,188,54,0.224,0.034,0.0954,0.56,11300,Short Term
"009-0104",6U : Urban Minor Collector,33.048881,-83.223599,2023,840,Estimated,,,,,0.0923,0.56,1060,Short Term
"009-0107",4R : Rural Minor Arterial,33.058678,-83.364393,2023,5730,Actual,295,135,0.384,0.122,0.1022,0.59,7220,Short Term
"009-0112",4U : Urban Minor Arterial,33.081521,-83.299701,2023,7400,Estimated,405,160,0.278,0.097,0.1056,0.59,9320,Short Term
"009-0116",4U : Urban Minor Arterial,33.091427,-83.251398,2023,8100,Actual,345,88,0.395,0.123,0.0917,0.64,10200,Short Term
"009-0118",4U : Urban Minor Arterial,33.083154,-83.245135,2023,4250,Estimated,199,59,0.266,0.097,0.0988,0.5,5360,Short Term
"009-0121",4U : Urban Minor Arterial,33.082075,-83.238106,2023,5790,Actual,254,48,0.293,0.017,0.0974,0.58,7300,Short Term
"009-0123",4U : Urban Minor Arterial,33.082877,-83.233843,2023,7510,Estimated,382,114,0.288,0.082,0.086,0.5,9460,Short Term
"009-0125",4U : Urban Minor Arterial,33.083566,-83.230322,2023,4410,Actual,229,74,0.408,0.068,0.0852,0.53,5560,Short Term
"009-0129",4U : Urban Minor Arterial,33.084244,-83.226892,2023,3630,Estimated,184,66,0.142,0.17,0.0904,0.6,4570,Short Term
"009-0132",4U : Urban Minor Arterial,33.084603,-83.225052,2023,12300,Actual,485,96,0.3,0.008,0.0838,0.51,15500,Short Term
"009-0136",4U : Urban Minor Arterial,33.082987,-83.224034,2023,15600,Estimated,1146,331,0.589,0.295,0.1141,0.62,21100,Short Term
"009-0138",4U : Urban Minor Arterial,33.083024,-83.218111,2023,15500,Estimated,644,370,0.233,0.126,0.101,0.66,19500,Short Term
"009-0141",4R : Rural Minor Arterial,33.085100,-83.208327,2023,10200,Actual,543,348,0.422,0.206,0.1018,0.61,12900,Short Term
"009-0143",3R : Rural Principal Arterial - Other,32.994566,-83.204138,2023,4040,Estimated,229,860,0.465,1.292,0.0912,0.52,5840,Short Term
"009-0145",4R : Rural Minor Arterial,33.111920,-83.140241,2023,3580,Actual,195,83,0.559,0.335,0.0992,0.54,4510,Short Term
"009-0147",3U : Urban Principal Arterial - Other,33.031984,-83.174957,2023,4140,Estimated,200,727,0.394,1.379,0.0911,0.63,5220,Short Term
"009-0152",4R : Rural Minor Arterial,33.050327,-83.122523,2023,2680,Estimated,149,310,0.576,0.692,0.1061,0.53,3380,Short Term
"009-0156",4R : Rural Minor Arterial,33.086990,-83.172170,2023,7510,Actual,257,352,0.213,0.28,0.0987,0.61,9460,CCS
"009-0158",4U : Urban Minor Arterial,33.089090,-83.236262,2023,12400,Actual,382,69,0.322,0.032,0.097,0.53,18800,Short Term
"009-0161",4U : Urban Minor Arterial,33.097919,-83.244663,2023,26300,Estimated,593,130,0.113,0.023,0.0905,0.51,37100,Short Term
"009-0165",3U : Urban Principal Arterial - Other,33.110120,-83.255660,2023,37700,Estimated,,,,,0.0901,0.51,47500,Short Term
"009-0167",3U : Urban Principal Arterial - Other,33.143595,-83.271648,2023,23400,Estimated,859,778,0.272,0.119,0.0904,0.51,34300,Short Term
"009-0172",3R : Rural Principal Arterial - Other,33.005774,-83.221214,2023,5150,Estimated,249,521,0.382,0.595,0.0916,0.53,6490,Short Term
"009-0174",4U : Urban Minor Arterial,33.035230,-83.236071,2023,4340,Actual,168,84,0.24,0.048,0.0915,0.57,5470,Short Term
"009-0176",4U : Urban Minor Arterial,33.045177,-83.232383,2023,4670,Actual,167,38,0.15,0,0.0971,0.59,5880,Short Term
"009-0178",4U : Urban Minor Arterial,33.057961,-83.230209,2023,7200,Estimated,192,64,0.229,0.029,0.0943,0.59,9070,Short Term
"009-0181",4U : Urban Minor Arterial,33.067637,-83.223585,2023,6300,Actual,145,25,0.111,0.016,0.1036,0.58,7940,Short Term
"009-0183",4U : Urban Minor Arterial,33.069290,-83.223855,2023,10300,Estimated,250,59,0.139,0.03,0.0888,0.56,13000,Short Term
"009-0185",4U : Urban Minor Arterial,33.074267,-83.225128,2023,7740,Actual,,,,,0.0945,0.51,9750,Short Term
"009-0187",4U : Urban Minor Arterial,33.076777,-83.226828,2023,2470,Estimated,67,13,0.25,0,0.1056,0.59,3110,Short Term
"009-0189",4U : Urban Minor Arterial,33.076452,-83.228514,2023,5930,Estimated,628,96,0.5,0.345,0.1043,0.57,7490,Short Term
"009-0192",4U : Urban Minor Arterial,33.077797,-83.231423,2023,2160,Estimated,64,25,0.238,0.048,0.0905,0.62,2720,Short Term
"009-0194",4U : Urban Minor Arterial,33.081876,-83.232555,2023,4090,Actual,295,17,0.758,0.024,0.0973,0.51,5150,Short Term
"009-0196",4R : Rural Minor Arterial,33.012766,-83.344915,2023,5030,Estimated,594,310,0.593,0.388,0.0965,0.52,6340,Short Term
"009-0201",4U : Urban Minor Arterial,33.048018,-83.292703,2023,6460,Actual,410,424,0.232,0.279,0.0943,0.52,8140,Short Term
"009-0205",4U : Urban Minor Arterial,33.075629,-83.245768,2023,9340,Actual,508,174,0.289,0.118,0.0909,0.55,11800,Short Term
"009-0207",4U : Urban Minor Arterial,33.079524,-83.235813,2023,4800,Estimated,237,213,0.515,0.214,0.0886,0.58,6050,Short Term
"009-0212",4U : Urban Minor Arterial,33.080461,-83.230992,2023,6210,Actual,190,121,0.081,0.048,0.0925,0.57,7820,Short Term
"009-0214",4U : Urban Minor Arterial,33.081112,-83.227663,2023,7210,Estimated,120,105,0.128,0.128,0.0872,0.54,9080,Short Term
"009-0216",4U : Urban Minor Arterial,33.081353,-83.226453,2023,6550,Estimated,,,,,0.0955,,8250,Short Term
"009-0218",4U : Urban Minor Arterial,33.081809,-83.224204,2023,8040,Estimated,296,176,0.269,0.154,0.0992,0.53,10100,Short Term
"009-0223",5U : Urban Major Collector,33.067957,-83.222049,2023,3380,Actual,87,14,0.207,0.118,0.0984,0.51,4260,Short Term
"009-0225",4U : Urban Minor Arterial,33.021049,-83.200199,2023,2450,Estimated,111,86,0.378,0.126,0.1108,0.62,5340,Short Term
"009-0227",4U : Urban Minor Arterial,33.037202,-83.209878,2023,3400,Estimated,111,77,0.273,0.152,0.1019,0.54,4280,Short Term
"009-0229",4U : Urban Minor Arterial,33.047577,-83.212574,2023,3840,Actual,93,63,0.182,0.209,0.1058,0.54,4840,Short Term
"009-0232",4U : Urban Minor Arterial,33.055128,-83.214583,2023,5000,Estimated,159,63,0.247,0.062,0.0939,0.54,6300,Short Term
"009-0234",4U : Urban Minor Arterial,33.062087,-83.216353,2023,8760,Estimated,227,54,0.237,0.062,0.0938,0.55,11000,Short Term
"009-0236",4U : Urban Minor Arterial,33.074305,-83.221601,2023,7320,Estimated,172,78,0.169,0.028,0.0873,0.55,9220,Short Term
"009-0241",5U : Urban Major Collector,33.123666,-83.295055,2023,4660,Estimated,365,81,0.61,0.023,0.1041,0.72,6020,Short Term
"009-0243",5U : Urban Major Collector,33.128167,-83.304864,2023,3370,Actual,209,102,0.505,0.089,0.0977,0.75,4250,Short Term
"009-0245",5R : Rural Major Collector,33.156928,-83.350790,2023,3450,Actual,292,80,0.687,0.125,0.098,0.52,5540,Short Term
"009-0247",5R : Rural Major Collector,32.964858,-83.289804,2023,2050,Estimated,81,62,0.7,0.1,0.1015,0.53,2580,Short Term
"009-0249",6R : Rural Minor Collector,32.996229,-83.294069,2023,280,Estimated,,,,,0.0985,0.52,350,Short Term
"009-0252",5R : Rural Major Collector,32.984828,-83.271931,2023,2620,Estimated,109,110,0.117,0.273,0.0906,0.54,3300,Short Term
"009-0254",5U : Urban Major Collector,33.008405,-83.246651,2023,4480,Estimated,181,119,0.258,0.141,0.0978,0.6,5640,Short Term
"009-0256",5R : Rural Major Collector,33.002512,-83.363576,2023,360,Actual,22,17,1.389,0.556,0.1417,0.59,450,Short Term
"009-0258",5R : Rural Major Collector,32.985796,-83.322434,2023,350,Estimated,,,,,0.0948,0.66,440,Short Term
"009-0261",5R : Rural Major Collector,33.000982,-83.271305,2023,640,Estimated,,,,,0.1222,0.59,810,Short Term
"009-0263",6R : Rural Minor Collector,32.975008,-83.332613,2023,320,Actual,,,,,0.1414,0.53,400,Short Term
"009-0265",6R : Rural Minor Collector,32.968373,-83.303659,2023,350,Actual,,,,,0.1088,0.54,610,Short Term
"009-0267",6R : Rural Minor Collector,32.975991,-83.290807,2023,150,Estimated,,,,,0.1361,0.62,190,Short Term
"009-0269",4U : Urban Minor Arterial,33.054154,-83.266707,2023,2690,Estimated,,,,,0.113,0.65,3390,Short Term
"009-0271",4U : Urban Minor Arterial,33.053440,-83.248125,2023,3980,Actual,,,,,0.1005,0.55,5100,Short Term
"009-0272",5R : Rural Major Collector,33.074236,-83.392028,2023,250,Estimated,,,,,0.1389,0.67,320,Short Term
"009-0283",4U : Urban Minor Arterial,33.083583,-83.225826,2023,7970,Estimated,,,,,0.0984,0.52,10000,Short Term
"009-0285",4U : Urban Minor Arterial,33.087472,-83.227081,2023,19700,Estimated,926,278,0.287,0.089,0.0903,0.52,24800,Short Term
"009-0287",4U : Urban Minor Arterial,33.096627,-83.229667,2023,10800,Estimated,,,,,0.1088,0.56,13600,Short Term
"009-0292",4U : Urban Minor Arterial,33.109599,-83.231813,2023,12400,Estimated,,,,,0.0963,0.52,15800,Short Term
"009-0294",4U : Urban Minor Arterial,33.120206,-83.233614,2023,7570,Estimated,,,,,0.1035,0.56,9540,Short Term
"009-0296",4U : Urban Minor Arterial,33.141728,-83.244874,2023,6760,Actual,,,,,0.1106,0.52,8520,Short Term
"009-0298",4U : Urban Minor Arterial,33.150175,-83.270491,2023,6440,Estimated,,,,,0.1011,0.53,8370,Short Term
"009-0301",5R : Rural Major Collector,33.103313,-83.187553,2023,3620,Estimated,110,46,0.343,0.114,0.0989,0.8,4560,Short Term
"009-0305",5R : Rural Major Collector,33.077789,-83.196525,2023,3920,Estimated,,,,,0.1112,0.65,4940,Short Term
"009-0307",5R : Rural Major Collector,33.062364,-83.139651,2023,1860,Actual,127,13,0.645,0.054,0.1097,0.69,2340,Short Term
"009-0309",5R : Rural Major Collector,33.052351,-83.096703,2023,1520,Estimated,80,29,0.477,0.068,0.1118,0.8,1920,Short Term
"009-0312",5R : Rural Major Collector,33.051441,-83.069616,2023,560,Estimated,35,2,0.768,0,0.1343,0.63,710,Short Term
"009-0314",5R : Rural Major Collector,33.107317,-83.130873,2023,990,Estimated,,,,,0.0896,0.65,1250,Short Term
"009-0316",6U : Urban Minor Collector,33.022211,-83.212925,2023,1160,Estimated,,,,,0.1136,0.56,1460,Short Term
"009-0318",5U : Urban Major Collector,33.097486,-83.249888,2023,7740,Estimated,372,76,0.408,0.095,0.0939,0.54,9750,Short Term
"009-0321",3U : Urban Principal Arterial - Other,33.100446,-83.259874,2023,20800,Estimated,2267,583,0.944,0.184,0.0959,0.51,26200,Short Term
"009-0323",5U : Urban Major Collector,33.110600,-83.250302,2023,9810,Actual,314,36,0.214,0.02,0.09,0.53,12400,Short Term
"009-0327",5R : Rural Major Collector,33.038765,-83.355546,2023,290,Estimated,15,4,0.741,0,0.1408,0.55,370,Short Term
"009-0329",5U : Urban Major Collector,33.088033,-83.244571,2023,2470,Estimated,58,9,0.165,0,0.106,0.6,3110,Short Term
"009-0332",5U : Urban Major Collector,33.083473,-83.241668,2023,2160,Actual,71,4,0.139,0,0.1007,0.58,2720,Short Term
"009-0334",5U : Urban Major Collector,33.052300,-83.229300,2023,1440,Estimated,,,,,0.0977,0.65,1810,Short Term
"009-0336",6U : Urban Minor Collector,33.051672,-83.222118,2023,1220,Estimated,,,,,0.0906,0.51,1540,Short Term
"009-0341",5U : Urban Major Collector,33.078858,-83.226395,2023,6120,Estimated,,,,,0.0979,0.5,7710,Short Term
"009-0345",5U : Urban Major Collector,33.083457,-83.227680,2023,2820,Estimated,,,,,0.1138,0.58,3550,Short Term
"009-0349",5U : Urban Major Collector,33.063076,-83.223289,2023,2060,Actual,,,,,0.1029,0.54,2600,Short Term
"009-0352",6U : Urban Minor Collector,33.064855,-83.222223,2023,2040,Estimated,,,,,0.0996,0.57,2570,Short Term
"009-0356",6U : Urban Minor Collector,33.067092,-83.221329,2023,130,Actual,,,,,0.1616,0.57,160,Short Term
"009-0358",6U : Urban Minor Collector,33.073277,-83.223087,2023,390,Estimated,14,1,0.266,0,0.1119,0.57,490,Short Term
"009-0363",5U : Urban Major Collector,33.057000,-83.235900,2023,1460,Estimated,,,,,0.1066,,1840,Short Term
"009-0365",5U : Urban Major Collector,33.064183,-83.233166,2023,1430,Estimated,,,,,0.1027,0.5,1800,Short Term
"009-0369",6U : Urban Minor Collector,33.086514,-83.233779,2023,1020,Estimated,,,,,0.1082,0.54,1540,Short Term
"009-0372",5U : Urban Major Collector,33.069887,-83.226249,2023,2800,Estimated,,,,,0.0977,0.54,3530,Short Term
"009-0374",5U : Urban Major Collector,33.070003,-83.225008,2023,2580,Actual,,,,,0.1041,0.6,3250,Short Term
"009-0376",5U : Urban Major Collector,33.074470,-83.226880,2023,2980,Actual,85,5,0.638,0,0.1065,0.55,3750,Short Term
"009-0378",5U : Urban Major Collector,33.076980,-83.227620,2023,1250,Estimated,32,1,0.844,0,0.1274,0.6,1580,Short Term
"009-0381",5U : Urban Major Collector,33.081675,-83.228993,2023,3400,Estimated,,,,,0.1199,0.51,4280,Short Term
"009-0385",6U : Urban Minor Collector,33.082223,-83.234433,2023,4730,Estimated,,,,,0.1004,0.52,5960,Short Term
"009-0387",4U : Urban Minor Arterial,33.093030,-83.234595,2023,10100,Estimated,,,,,0.0912,0.52,12700,Short Term
"009-0391",4U : Urban Minor Arterial,33.090645,-83.248962,2023,2840,Estimated,141,37,0.042,0.013,0.0961,0.54,3580,Short Term
"009-0401",4U : Urban Minor Arterial,33.055693,-83.238801,2023,5160,Estimated,123,21,0.252,0.019,0.0966,0.54,6500,Short Term
"009-0404",6U : Urban Minor Collector,33.039449,-83.232579,2023,640,Estimated,,,,,0.1002,0.58,810,Short Term
"009-0407",6U : Urban Minor Collector,33.076135,-83.238005,2023,2830,Actual,45,3,0.071,0,0.0931,0.57,3570,Short Term
"009-0412",6U : Urban Minor Collector,33.098181,-83.240866,2023,4480,Estimated,90,7,0.092,0,0.1198,0.51,7350,Short Term
"009-0414",6U : Urban Minor Collector,33.101420,-83.235502,2023,2010,Actual,28,1,0.05,0,0.0983,0.56,2530,Short Term
"009-0416",5U : Urban Major Collector,33.089303,-83.229384,2023,2080,Estimated,,,,,0.0936,0.62,2620,Short Term
"009-0418",3U : Urban Principal Arterial - Other,33.032755,-83.249055,2023,8770,Estimated,540,719,0.562,0.344,0.0906,0.53,11600,Short Term
"009-0420",3U : Urban Principal Arterial - Other,33.063004,-83.250532,2023,10200,Actual,477,547,0.518,0.332,0.1002,0.52,12900,Short Term
"009-0422",3U : Urban Principal Arterial - Other,33.084823,-83.260910,2023,16300,Estimated,750,821,0.408,0.272,0.0941,0.53,21600,Short Term
"009-0424",4U : Urban Minor Arterial,33.071845,-83.254040,2023,8500,Estimated,368,329,0.284,0.142,0.0908,0.53,10700,Short Term
"009-0426",5U : Urban Major Collector,33.087684,-83.268513,2023,4150,Estimated,150,30,0.545,0.025,0.2298,0.53,5230,Short Term
"009-0428",5U : Urban Major Collector,33.060860,-83.247562,2023,1550,Estimated,,,,,0.095,0.53,2140,Short Term
"009-0430",5U : Urban Major Collector,33.069650,-83.238144,2023,2550,Estimated,,,,,0.1004,0.52,3210,Short Term
"009-0432",5U : Urban Major Collector,33.071919,-83.246390,2023,4040,Estimated,,,,,0.0998,0.51,5090,Short Term
"009-0434",5U : Urban Major Collector,33.047788,-83.242318,2023,1160,Estimated,,,,,0.1047,0.5,1460,Short Term
"009-0436",5R : Rural Major Collector,33.157417,-83.305006,2023,2580,Estimated,,,,,0.1004,0.52,3270,Short Term
"009-0438",7R : Rural Local,33.095301,-83.326483,2023,640,Estimated,23,40,0,0.341,0.1108,0.66,810,Short Term
"009-0440",6U : Urban Minor Collector,33.152103,-83.257272,2023,490,Estimated,,,,,0.098,0.53,620,Short Term
"009-7002",5U : Urban Major Collector,33.059879,-83.278462,2023,1210,Actual,61,1,0.825,0,0.1369,0.57,1520,Short Term
"009-8003",7U : Urban Local,33.154273,-83.257290,2023,1970,Estimated,253,5,1.189,0,0.1116,0.66,2700,Short Term
"009-8005",7U : Urban Local,33.180290,-83.268433,2023,1170,Estimated,,,,,0.0983,0.54,2020,Short Term
"009-8009",7U : Urban Local,33.060651,-83.237834,2023,60,Actual,,,,,0.1254,0.63,130,Short Term
"009-8011",7R : Rural Local,33.002623,-83.323343,2023,210,Estimated,,,,,0.1084,0.54,260,Short Term
